show_id;type;title;director;country;date_added;release_year;rating;duration;listed_in;cast_1;cast_2;cast_3;cast_4;cast_5;cast_6;cast_7;cast_8;cast_9;cast_10;cast_11;cast_12;cast_13;cast_14;cast_15;cast_16;cast_17;cast_18;cast_19;cast_20;cast_21;cast_22;cast_23;cast_24;cast_25;cast_26;cast_27;cast_28;cast_29;cast_30;cast_31;cast_32;cast_33;cast_34;cast_35;cast_36;cast_37;cast_38;cast_39;cast_40;cast_41;cast_42;cast_43;cast_44;cast_45;cast_46;cast_47;cast_48;cast_49;cast_50
s73;TV Show;Jack Whitehall: Travels with My Father;;United Kingdom;September 14, 2021;2021;TV-MA;5 Seasons;British TV Shows, Docuseries, International TV Shows;Jack Whitehall; Michael Whitehall;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s74;Movie;King of Boys;Kemi Adetiba;Nigeria;September 14, 2021;2018;TV-MA;182 min;Dramas, International Movies;Sola Sobowale; Adesua Etomi;" Remilekun ""Reminisce"" Safaru";" Tobechukwu ""iLLbliss"" Ejiofor"; Toni Tones; Paul Sambo; Jide Kosoko; Sharon Ooja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s75;TV Show;The World's Most Amazing Vacation Rentals;;;September 14, 2021;2021;TV-PG;2 Seasons;Reality TV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s76;Movie;You vs. Wild: Out Cold;Ben Simms;;September 14, 2021;2021;TV-G;106 min;Children & Family Movies;Bear Grylls; Jason Derek Prempeh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s77;TV Show;Yowamushi Pedal;;Japan;September 14, 2021;2013;TV-14;1 Season;Anime Series, International TV Shows;Daiki Yamashita; Kohsuke Toriumi; Jun Fukushima; Hiroki Yasumoto; Showtaro Morikubo; Kentaro Ito; Daisuke Kishio; Yoshitsugu Matsuoka; Junichi Suwabe; Ayaka Suwa; Megumi Han; Tomoaki Maeno; Tsubasa Yonaga; Tetsuya Kakihara; Satoshi Hino; Hiroyuki Yoshino; Atsushi Abe; Koji Yusa; Kouki Miyata; Hiro Shimono; Wataru Hatano; Yuichi Nakamura; Kenji Nojima; Mamoru Miyano; Daisuke Ono; Yuma Uchida; Jun Fukuyama;;;;;;;;;;;;;;;;;;;;;;;
s78;Movie;Little Singham - Black Shadow;Prakash Satam;;September 11, 2021;2021;TV-Y7;48 min;Children & Family Movies, Comedies;Sumriddhi Shukla; Jigna Bharadwaj; Sonal Kaushal; Neshma Chemburkar; Ganesh Divekar; Annamaya Verma; Anamay Verma; Manoj Pandey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s79;Movie;Tughlaq Durbar;Delhiprasad Deenadayalan;;September 11, 2021;2020;TV-14;145 min;Comedies, Dramas, International Movies;Vijay Sethupathi; Parthiban; Raashi Khanna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s80;Movie;Tughlaq Durbar (Telugu);Delhiprasad Deenadayalan;;September 11, 2021;2021;TV-14;145 min;Comedies, Dramas, International Movies;Vijay Sethupathi; Parthiban; Raashi Khanna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s81;Movie;Firedrake the Silver Dragon;Tomer Eshed;;September 10, 2021;2021;TV-Y7;93 min;Children & Family Movies;Thomas Brodie-Sangster; Felicity Jones; Freddie Highmore; Patrick Stewart; Meera Syal; Sanjeev Bhaskar; Nonso Anozie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s82;Movie;Kate;Cedric Nicolas-Troyan;United States;September 10, 2021;2021;R;106 min;Action & Adventure;Mary Elizabeth Winstead; Jun Kunimura; Woody Harrelson; Tadanobu Asano; Miyavi; Michiel Huisman; Miku Martineau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s83;TV Show;Lucifer;;United States;September 10, 2021;2021;TV-14;6 Seasons;Crime TV Shows, TV Comedies, TV Dramas;Tom Ellis; Lauren German; Kevin Alejandro; D.B. Woodside; Lesley-Ann Brandt; Scarlett Estevez; Rachael Harris; Aimee Garcia; Tricia Helfer; Tom Welling; Jeremiah W. Birkett; Pej Vahdat; Michael Gladis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s84;TV Show;Metal Shop Masters;;;September 10, 2021;2021;TV-MA;1 Season;Reality TV;Jo Koy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s85;Movie;Omo Ghetto: the Saga;JJC Skillz, Funke Akindele;Nigeria;September 10, 2021;2020;TV-MA;147 min;Action & Adventure, Comedies, Dramas;Funke Akindele; Ayo Makun; Chioma Chukwuka Akpotha; Yemi Eberechi Alade; Blossom Chukwujekwu; Deyemi Okanlawon; Alexx Ekubo; Zubby Michael; Tina Mba; Femi Jacobs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s86;TV Show;Pokémon Master Journeys: The Series;;;September 10, 2021;2021;TV-Y7;1 Season;Anime Series, Kids' TV;Ikue Otani; Sarah Natochenny; Zeno Robinson; Cherami Leigh; James Carter Cathcart; Michele Knotz; Rodger Parsons; Ray Chase; Casey Mongillo; Tara Sands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s87;Movie;Prey;Thomas Sieben;;September 10, 2021;2021;TV-MA;87 min;International Movies, Thrillers;David Kross; Hanno Koffler; Maria Ehrich; Robert Finster; Yung Ngo; Klaus Steinbacher; Livia Matthes; Nellie Thalbach;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s88;TV Show;Titipo Titipo;;;September 10, 2021;2019;TV-Y;2 Seasons;Kids' TV, Korean TV Shows;Jeon Hae-ri; Kim Eun-ah; Hong Bum-ki; Nam Do-hyeong; Um Sang-hyun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s89;Movie;Blood Brothers: Malcolm X & Muhammad Ali;Marcus Clarke;;September 9, 2021;2021;PG-13;96 min;Documentaries, Sports Movies;Malcolm X; Muhammad Ali;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s90;TV Show;Mighty Raju;;;September 9, 2021;2017;TV-Y7;4 Seasons;Kids' TV;Julie Tejwani; Sabina Malik; Jigna Bhardwaj; Rupa Bhimani; Lalit Agarwal; Rajesh Shukla; Rajesh Kava;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s91;Movie;Paradise Hills;Alice Waddington;Spain, United States;September 9, 2021;2019;TV-MA;95 min;Sci-Fi & Fantasy, Thrillers;Emma Roberts; Danielle Macdonald; Awkwafina; Eiza González; Milla Jovovich; Jeremy Irvine; Arnaud Valois; Daniel Horvath;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s92;Movie;The Women and the Murderer;Mona Achache, Patricia Tourancheau;France;September 9, 2021;2021;TV-14;92 min;Documentaries, International Movies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s93;TV Show;Into the Night;;Belgium;September 8, 2021;2021;TV-MA;2 Seasons;International TV Shows, TV Dramas, TV Mysteries;Pauline Etienne; Laurent Capelluto; Stefano Cassetti; Mehmet Kurtuluş; Babetida Sadjo; Jan Bijvoet; Ksawery Szlenkier; Vincent Londez; Regina Bikkinina; Alba Gaïa Kraghede Bellugi; Nabil Mallat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s94;Movie;JJ+E;Alexis Almström;;September 8, 2021;2021;TV-MA;91 min;Dramas, International Movies, Romantic Movies;Elsa Öhrn; Mustapha Aarab; Jonay Pineda Skallak; Magnus Krepper; Loreen; Albin Grenholm; Simon Mezher; Elsa Bergström Terent; Josef Kadim; Yohannes Frezgi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s95;Movie;Show Dogs;Raja Gosnell;United Kingdom, United States;September 8, 2021;2018;PG;90 min;Children & Family Movies, Comedies;Will Arnett; Ludacris; Natasha Lyonne; Stanley Tucci; Jordin Sparks; Gabriel Iglesias; Shaquille O'Neal; Omar Chaparro; Alan Cumming; Andy Beckwith; Delia Sheppard; Kerry Shale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s96;TV Show;The Circle;;United States, United Kingdom;September 8, 2021;2021;TV-MA;3 Seasons;Reality TV;Michelle Buteau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s97;Movie;If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd;Stephen Kijak;United States;September 7, 2021;2018;TV-MA;97 min;Documentaries, Music & Musicals;Ronnie Van Zandt; Gary Rossington; Allen Collins; Leon Wilkeson; Bob Burns; Billy Powell; Ed King; Artimus Pyle; Steve Gaines; Johnny Van Zant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s98;TV Show;Kid Cosmic;;United States;September 7, 2021;2021;TV-Y7;2 Seasons;Kids' TV, TV Comedies, TV Sci-Fi & Fantasy;Jack Fisher; Tom Kenny; Amanda C. Miller; Kim Yarbrough; Keith Ferguson; Grey Griffin; Lily Rose Silver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s99;TV Show;Octonauts: Above & Beyond;;United Kingdom;September 7, 2021;2021;TV-Y;1 Season;British TV Shows, Kids' TV;Antonio Aakeel; Chipo Chung; Simon Foster; Teresa Gallagher; Simon Greenall; Kate Harbour; Paul Panting; Rob Rackstraw; William Vanderpuye; Helen Walsh; Keith Wickham; Andres Williams; Jo Wyatt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s100;TV Show;On the Verge;;France, United States;September 7, 2021;2021;TV-MA;1 Season;TV Comedies, TV Dramas;Julie Delpy; Elisabeth Shue; Sarah Jones; Alexia Landeau; Mathieu Demy; Troy Garity; Timm Sharp; Giovanni Ribisi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s101;TV Show;Tobot Galaxy Detectives;;;September 7, 2021;2019;TV-Y7;2 Seasons;Kids' TV;Austin Abell; Travis Turner; Cole Howard; Anna Cummer; Jesse Inocalla; Brian Dobson; Michael Adamthwaite; Joseph Girgis; Caitlyn Bairstow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s102;Movie;Untold: Breaking Point;Chapman Way, Maclain Way;United States;September 7, 2021;2021;TV-MA;80 min;Documentaries, Sports Movies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s103;TV Show;Countdown: Inspiration4 Mission to Space;Jason Hehir;;September 6, 2021;2021;TV-14;1 Season;Docuseries, Science & Nature TV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s104;Movie;Shadow Parties;Yemi Amodu;;September 6, 2021;2020;TV-MA;117 min;Dramas, International Movies, Thrillers;Jide Kosoko; Omotola Jalade-Ekeinde; Yemi Blaq; Sola Sobowale; Ken Erics; Toyin Aimakhu; Segun Arinze; Jibola Dabo; Rotimi Salami; Pa Jimi Solanke; Rachael Okonkwo; Bassey Okon; Lucien Morgan; Magdalena Korpas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s105;TV Show;Tayo the Little Bus;;South Korea;September 6, 2021;2016;TV-Y;2 Seasons;Kids' TV, Korean TV Shows;Robyn Slade; Kami Desilets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s106;Movie;Angamaly Diaries;Lijo Jose Pellissery;India;September 5, 2021;2017;TV-14;128 min;Action & Adventure, Comedies, Dramas;Antony Varghese; Reshma Rajan; Binny Rinky Benjamin; Vineeth Vishwam; Kichu Tellus; Sreekanth Dasan; Sarath Kumar; Tito Wilson; Anandhu; Bitto Davis; Sinoj Varghese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s107;TV Show;Bunk'd;;United States;September 5, 2021;2021;TV-G;5 Seasons;Kids' TV, TV Comedies;Peyton List; Karan Brar; Skai Jackson; Miranda May; Kevin G. Quinn; Nathan Arenas; Nina Lu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s108;Movie;A Champion Heart;David de Vos;United States;September 4, 2021;2018;G;90 min;Children & Family Movies, Dramas;Mandy Grace; David de Vos; Donna Rusch; Devan Key; Isabella Mancuso; Ariana Guido;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s109;TV Show;Dive Club;;Australia;September 3, 2021;2021;TV-G;1 Season;Kids' TV, TV Dramas, Teen TV Shows;Aubri Ibrag; Sana'a Shaik; Miah Madden; Mercy Cornwall; Georgia-May Davis; Ryan Harrison; Josh Heuston; Alexander Grant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s110;TV Show;La casa de papel;;Spain;September 3, 2021;2021;TV-MA;5 Seasons;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;Úrsula Corberó; Itziar Ituño; Álvaro Morte; Paco Tous; Enrique Arce; Pedro Alonso; María Pedraza; Alba Flores; Miguel Herrán; Jaime Lorente; Esther Acebo; Darko Peric; Kiti Mánver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s111;TV Show;Money Heist: From Tokyo to Berlin;Luis Alfaro, Javier Gómez Santander;;September 3, 2021;2021;TV-MA;1 Season;Docuseries, International TV Shows, Spanish-Language TV Shows;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s112;TV Show;Sharkdog;;United States, Singapore;September 3, 2021;2021;TV-Y;1 Season;Kids' TV;Liam Mitchell; Dee Bradley Baker; Grey Griffin; Josh McDermitt; Kari Wahlgren; Judy Alice Lee; Ali Mawji;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s113;Movie;Worth;Sara Colangelo;;September 3, 2021;2021;PG-13;119 min;Dramas;Michael Keaton; Stanley Tucci; Amy Ryan; Shunori Ramanathan; Ato Blankson-Wood; Tate Donovan; Laura Benanti; Chris Tardio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s114;Movie;Afterlife of the Party;Stephen Herek;;September 2, 2021;2021;TV-PG;110 min;Comedies, Romantic Movies;Victoria Justice; Midori Francis; Robyn Scott; Adam Garcia; Timothy Renouf; Gloria Garcia; Myfanwy Waring; Spencer Sutherland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s115;Movie;Anjaam;Rahul Rawail;India;September 2, 2021;1994;TV-14;143 min;Dramas, International Movies, Thrillers;Madhuri Dixit; Shah Rukh Khan; Tinnu Anand; Johny Lever; Kalpana Iyer; Himani Shivpuri; Sudha Chandran; Beena; Kiran Kumar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s116;Movie;Bright Star;Jane Campion;United Kingdom, Australia, France;September 2, 2021;2009;PG;119 min;Dramas, Romantic Movies;Abbie Cornish; Ben Whishaw; Paul Schneider; Kerry Fox; Edie Martin; Thomas Brodie-Sangster; Claudie Blakley; Gerard Monaco; Antonia Campbell-Hughes; Samuel Roukin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s117;Movie;Dhanak;Nagesh Kukunoor;India;September 2, 2021;2015;TV-PG;114 min;Comedies, Dramas, Independent Movies;Krrish Chhabria; Hetal Gada; Vipin Sharma; Gulfam Khan; Suresh Menon; Vijay Maurya; Rajiv Lakshman; Ninad Kamat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s118;Movie;Final Account;Luke Holland;United Kingdom, United States;September 2, 2021;2021;PG-13;94 min;Documentaries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s119;Movie;Gurgaon;Shanker Raman;India;September 2, 2021;2017;TV-14;106 min;Dramas, International Movies, Thrillers;Akshay Oberoi; Pankaj Tripathi; Ragini Khanna; Aamir Bashir; Shalini Vatsa; Ashish Verma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s120;Movie;Here and There;JP Habac;;September 2, 2021;2020;TV-MA;99 min;Dramas, International Movies, Romantic Movies;Janine Gutierrez; JC Santos; Victor Anastacio; Yesh Burce; Lotlot De Leon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s121;TV Show;Heroes of Goo Jit Zu;;Australia;September 2, 2021;2021;TV-Y7;1 Season;Kids' TV, TV Comedies;Jon Allen; Kellen Goff; Joe Hernandez; Kaiji Tang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s122;TV Show;Hotel Del Luna;;;September 2, 2021;2019;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;Lee Ji-eun; Yeo Jin-goo; Shin Jung-geun; Seo Yi-sook; Bae Hae-sun; Pyo Ji-hoon; Cho Hyun-chul; Kang Hong-suk; Lee Do-hyun; Lee Tae-seon; Kang Mina; Park You-na; Oh Ji-ho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s123;Movie;In the Cut;Jane Campion;United Kingdom, Australia, France, United States;September 2, 2021;2003;R;118 min;Thrillers;Meg Ryan; Mark Ruffalo; Jennifer Jason Leigh; Nick Damici; Sharrieff Pugh; Kevin Bacon; Yaani King Mondschein; Heather Litteer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s124;TV Show;Luv Kushh;;;September 2, 2021;2012;TV-Y7;1 Season;Kids' TV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s125;TV Show;Pororo - The Little Penguin;;South Korea;September 2, 2021;2013;TV-Y7;3 Seasons;Kids' TV, Korean TV Shows;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s126;TV Show;Q-Force;;United States;September 2, 2021;2021;TV-MA;1 Season;Crime TV Shows, TV Action & Adventure, TV Comedies;Sean Hayes; Wanda Sykes; Laurie Metcalf; David Harbour; Gary Cole; Patti Harrison; Matt Rogers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s127;Movie;Shikara;Vidhu Vinod Chopra;India;September 2, 2021;2020;TV-14;115 min;Dramas, International Movies, Romantic Movies;Aadil Khan; Sadia Khateeb; Zain Khan Durrani; Priyanshu Chatterjee; Bhavna Chauhan; Ashwin Dhar; Farid Azad Khan; Saghar Sehrai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s128;Movie;A Cinderella Story;Mark Rosman;United States, Canada;September 1, 2021;2004;PG;95 min;Children & Family Movies, Comedies;Hilary Duff; Chad Michael Murray; Jennifer Coolidge; Dan Byrd; Regina King; Julie Gonzalo; Lin Shaye; Madeline Zima; Andrea Avery; Mary Pat Gleason; Paul Rodriguez; Whip Hubley; Kevin Kilner; Erica Hubbard; Simon Helberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s129;Movie;Agatha Christie's Crooked House;Gilles Paquet-Brenner;;September 1, 2021;2017;PG-13;115 min;Dramas, International Movies, Thrillers;Glenn Close; Terence Stamp; Max Irons; Gillian Anderson; Christina Hendricks; Stefanie Martini; Julian Sands; Honor Kneafsey; Christian McKay; Amanda Abbington;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s130;Movie;An Unfinished Life;Lasse Hallström;Germany, United States;September 1, 2021;2005;PG-13;108 min;Dramas;Robert Redford; Jennifer Lopez; Morgan Freeman; Josh Lucas; Damian Lewis; Camryn Manheim; Becca Gardner; Lynda Boyd; Rob Hayter; P. Lynn Johnson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s131;Movie;Barbie Big City Big Dreams;Scott Pleydell-Pearce;;September 1, 2021;2021;TV-Y;63 min;Children & Family Movies, Music & Musicals;America Young; Amber May; Giselle Fernandez; Alejandro Saab; Dinora Walcott;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s132;Movie;Blade Runner: The Final Cut;Ridley Scott;United States;September 1, 2021;1982;R;117 min;Action & Adventure, Classic Movies, Cult Movies;Harrison Ford; Rutger Hauer; Sean Young; Edward James Olmos; M. Emmet Walsh; Daryl Hannah; William Sanderson; Brion James; Joe Turkel; Joanna Cassidy; James Hong; Morgan Paull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s133;TV Show;Brave Animated Series;;;September 1, 2021;2021;TV-MA;1 Season;International TV Shows, TV Action & Adventure, TV Comedies;Tseng Yun-fan; Kao Yun-shuo; Chiang Ching-yen; Meng Ching-fu; Huang Bai-wei; Ma Kuo-yao; Chen Yen-chun; Sun Ke-fang; Kai Yang-niu; Chen Yu-wen; Nick Liao; Lin Kai-ling; Mickey Huang; Liu Kuan-ting; Jiang Du-hui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s134;Movie;Chappie;Neill Blomkamp;South Africa, United States;September 1, 2021;2015;R;121 min;Action & Adventure, Sci-Fi & Fantasy;Sharlto Copley; Hugh Jackman; Sigourney Weaver; Dev Patel; Ninja; Yo-Landi Visser; Jose Pablo Cantillo; Brandon Auret; Johnny Selema; Maurice Carpede;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s135;Movie;Clear and Present Danger;Phillip Noyce;United States, Mexico;September 1, 2021;1994;PG-13;142 min;Action & Adventure, Dramas;Harrison Ford; Willem Dafoe; Anne Archer; Joaquim de Almeida; Henry Czerny; Harris Yulin; Donald Moffat; Miguel Sandoval; Benjamin Bratt; Dean Jones; Thora Birch; James Earl Jones; Raymond Cruz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s136;Movie;Cliffhanger;Renny Harlin;United States, Italy, France, Japan;September 1, 2021;1993;R;113 min;Action & Adventure;Sylvester Stallone; John Lithgow; Michael Rooker; Janine Turner; Rex Linn; Caroline Goodall; Leon; Craig Fairbrass; Ralph Waite; Max Perlich; Paul Winfield;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s137;Movie;Cold Mountain;Anthony Minghella;United States, Italy, Romania, United Kingdom;September 1, 2021;2003;R;154 min;Dramas, Romantic Movies;Jude Law; Nicole Kidman; Renée Zellweger; Eileen Atkins; Brendan Gleeson; Philip Seymour Hoffman; Natalie Portman; Giovanni Ribisi; Donald Sutherland; Ray Winstone;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s138;Movie;Crocodile Dundee in Los Angeles;Simon Wincer;Australia, United States;September 1, 2021;2001;PG;95 min;Action & Adventure, Comedies;Paul Hogan; Linda Kozlowski; Jere Burns; Jonathan Banks; Aida Turturro; Alec Wilson; Gerry Skilton; Steve Rackman; Serge Cockburn; Paul Rodriguez; Mark Adair-Rios; Tiriel Mora; Grant Piro; Mike Tyson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s139;Movie;Dear John;Lasse Hallström;United States;September 1, 2021;2010;PG-13;108 min;Dramas, Romantic Movies;Channing Tatum; Amanda Seyfried; Richard Jenkins; Henry Thomas; D.J. Cotrona; Cullen Moss; Gavin McCulley; Jose Lucena Jr.; Keith Robinson; Scott Porter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s140;Movie;Do the Right Thing;Spike Lee;United States;September 1, 2021;1989;R;120 min;Classic Movies, Comedies, Dramas;Danny Aiello; Ossie Davis; Ruby Dee; Richard Edson; Giancarlo Esposito; Spike Lee; Bill Nunn; John Turturro; Paul Benjamin; Frankie Faison; Samuel L. Jackson; Rosie Perez; Martin Lawrence; Miguel Sandoval;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s141;Movie;El patrón, radiografía de un crimen;Sebastián Schindel;Argentina, Venezuela;September 1, 2021;2014;TV-MA;100 min;Dramas, International Movies, Thrillers;Joaquín Furriel; Luis Ziembrowski; Guillermo Pfening; Mónica Lairana; Germán de Silva; Victoria Raposo; Andrea Garrote;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s142;Movie;Extraction;Steven C. Miller;United States, United Kingdom, Canada;September 1, 2021;2015;R;82 min;Action & Adventure;Bruce Willis; Kellan Lutz; Gina Carano; D.B. Sweeney; Joshua Mikel; Steve Coulter; Dan Bilzerian; Heather Johansen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s143;Movie;Freedom Writers;Richard LaGravenese;Germany, United States;September 1, 2021;2007;PG-13;124 min;Dramas;Hilary Swank; Patrick Dempsey; Scott Glenn; Imelda Staunton; April L. Hernandez; Mario; Kristin Herrera; Jaclyn Ngan; Sergio Montalvo; Jason Finn; Deance Wyatt; Vanetta Smith;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s144;Movie;Green Lantern;Martin Campbell;United States;September 1, 2021;2011;PG-13;114 min;Action & Adventure, Sci-Fi & Fantasy;Ryan Reynolds; Blake Lively; Peter Sarsgaard; Mark Strong; Tim Robbins; Jay O. Sanders; Taika Waititi; Angela Bassett;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s145;Movie;House Party;Reginald Hudlin;United States;September 1, 2021;1990;R;104 min;Comedies, Cult Movies;Christopher Reid; Christopher Martin; Robin Harris; Tisha Campbell; A.J. Johnson; Martin Lawrence; Paul Anthony; Bowlegged Lou; B-Fine; Edith Fields; Kelly Jo Minter; Clifton Powell; Verda Bridges;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s146;Movie;House Party 2;George Jackson, Doug McHenry;United States;September 1, 2021;1991;R;94 min;Comedies, Cult Movies, Music & Musicals;Christopher Reid; Christopher Martin; Martin Lawrence; Bowlegged Lou; Paul Anthony; B-Fine; Tisha Campbell; Kamron; Iman; Queen Latifah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s147;Movie;House Party 3;Eric Meza;United States;September 1, 2021;1994;R;94 min;Comedies, Music & Musicals;Christopher Reid; Christopher Martin; Tisha Campbell; David Edwards; Angela Means; Ketty Lester; Bernie Mac; Michael Colyar; Chris Tucker; Khandi Alexander;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s148;TV Show;How to Be a Cowboy;;;September 1, 2021;2021;TV-PG;1 Season;Reality TV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s149;TV Show;HQ Barbers;Gerhard Mostert;;September 1, 2021;2020;TV-14;1 Season;TV Shows;Hakeem Kae-Kazim; Chioma Omeruah; Orukotan Adejola; Flora Chiedo; Emeka Nwagbaraocha; Anthony Oseyemi; Oluwabukola Thomas; Soibifaa Dokubo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
